campaign_id,click_rate
2130,0.08206611328973165
2131,0.015140339374506692
2132,0.020984985642405526
2133,0.05532739174322913
2134,0.025242761073188444
2135,0.025185240022921277
2136,0.031942033744592785
2137,0.028934848587387797
2138,0.03816440606976228
2139,0.03414204307679351
2140,0.033950101707874464
2141,0.04026887953617268
2142,0.16144253310817333
2143,0.03479791191747201
2144,0.021679847950279676
2145,0.028570993974029766
2146,0.023448775771511096
2147,0.015130080118760039
2148,0.023983549330016726
2149,0.027497846679902106
2150,0.027325861591526546
2151,0.0989782256411956
2152,0.0388962865913469
2153,0.02396719873068303
2154,0.027879362825194084
2155,0.06833270036705852
2156,0.03412153534202087
2157,0.018539700185187045
2158,0.02625745236001754
2159,0.01810672806887608
2160,0.061291028112517715
2161,0.040784824989592246
2162,0.2522166545770835
2163,0.012389374768142648
2164,0.07195078223506238
2165,0.07787329280603156
2166,0.08213428978352563
2167,0.029302094150616954
2168,0.05435596032015543
2169,0.051200033140479065
2170,0.05283042802142261
2171,0.03299612471928916
2172,0.09295464149038038
2173,0.03924317125122005
2174,0.04710931321181375
2175,0.02596243364095214
2176,0.04521960579064696
2177,0.04570421795792507
2178,0.025727661951511712
2179,0.08853578036855646
2180,0.09014721039108205
2181,0.03433302271140605
2182,0.017242117660170923
2183,0.17449865277041063
2184,0.15512213657022958
2185,0.027491769197212888
2186,0.06509122019647925
2187,0.05697701447019957
2188,0.11656147318276387
2189,0.021770600424244817
2190,0.13881659547558894
2191,0.08708284585437977
2192,0.06948458326703394
2193,0.02803414098804434
2194,0.015567123537184233
2195,0.03308356256295479
2196,0.08894177834297316
2197,0.15187423257907295
2198,0.015966899242565846
2199,0.01606952343421718
2200,0.08548993950539366
2201,0.020066219156125772
2202,0.06451563606454885
2203,0.04038741607043133
2204,0.08614888954271427
2205,0.16675210183936237
2206,0.13997020704323304
2207,0.022280693511424064
2208,0.02805975810451312
2209,0.03490335464469614
2210,0.04536929223009606
2211,0.0902517854428573
2212,0.023964108321393857
2213,0.029500864615471654
2214,0.03097668966336628
2215,0.025250239449794668
2216,0.022912179514598487
2217,0.12710808265090387
2218,0.025896809902370723
2219,0.09310793837159982
2220,0.03928084527784441
2221,0.02130796437228507
2222,0.04205687913794775
2223,0.05188099861557345
2224,0.032550708992612865
2225,0.01778226229584361
2226,0.10356007497352226
2227,0.05019697953093197
2228,0.012842921888475738
2229,0.028852826703746236
2230,0.018795701072360404
2231,0.28944788603696225
2232,0.0929168017181023
2233,0.32811267712028885
2234,0.12146995189143478
2235,0.1064695237705637
2236,0.03281206694482734
2237,0.022881946722285388
2238,0.014773581816382851
2239,0.31056771025069674
2240,0.03965378224118037
2241,0.013194250582381042
2242,0.013338470905764293
2243,0.02369675751318802
2244,0.01043225672818324
2245,0.07079849647738676
2246,0.041743321739496624
2247,0.04051961572401422
2248,0.030484412465844515
2249,0.046205535034586714
2250,0.03356674348591341
2251,0.01459687742211252
2252,0.01531057465582815
2253,0.01609712464045287
2254,0.0158838256481941
2255,0.0158838256481941
2256,0.0673468149933864
2257,0.04048984507395446
2258,0.019719657233549844
2259,0.028379634388985893
2260,0.017610036326003786
2261,0.014940939066867387
2262,0.02654087406694257
2263,0.015267027212254845
2264,0.025350570877075384
2265,0.021946299860983894
2266,0.08106012199642665
2267,0.020007296153228847
2268,0.08986383548896562
2269,0.016631945942915855
2270,0.02588982039729712
2271,0.025828949426193383
2272,0.08499348076358844
2273,0.07910636058178272
2274,0.014389573430749654
2275,0.051563649650663
2276,0.07689779849782705
2277,0.15546384395014987
2278,0.02055240199006263
2279,0.18773627161908701
2280,0.05004660813666233
2281,0.008967881203167721
2282,0.05242282339768559
2283,0.06983825611930115
2284,0.1519544465772913
2285,0.013040842199521507
2286,0.058918282109600345
2287,0.03684539434636925
2288,0.020881164522264083
2289,0.11125538564364817
2290,0.02134600005896969
2291,0.06375231527933257
2292,0.020348723953075683
2293,0.012768976958269234
2294,0.023971282574162426
2295,0.015195358321957363
2296,0.05799120262666351
2297,0.012653020656950587
2298,0.03934543277778937
2299,0.01967486796132067
2300,0.025644410562351914
2301,0.0641122245973726
2302,0.024983511039311127
2303,0.0214141423643842
2304,0.02925019994211204
2305,0.02241618123001331
2306,0.07023962921225371
2307,0.11398737276262329
2308,0.06268310007277325
2309,0.01556352544848846
2310,0.017537977156623426
2311,0.019947643586470762
2312,0.12565077883512862
2313,0.013632377248365397
2314,0.03358719327912651
2315,0.018839371121426484
2316,0.02803345441931174
2317,0.09056627757688104
2318,0.1134076251226516
2319,0.05251196811995177
2320,0.10972671642375444
2321,0.01868238148874701
2322,0.025584594748215218
2323,0.022035887134427924
2324,0.07727733877801819
2325,0.02075046492857956
2326,0.04170556534081329
2327,0.027822627427645012
2328,0.07516358704906756
2329,0.019222111469735674
2330,0.020462751793792987
2331,0.06423464723830613
2332,0.10150198826639788
2333,0.07026304223068926
2334,0.028519598154133043
2335,0.10235267582182576
2336,0.025161196179806233
2337,0.049118437589700685
2338,0.056123567675772396
2339,0.025092805371082303
2340,0.03539589911627287
2341,0.0183600133743783
2342,0.02204703639507401
2343,0.022826235557450225
2344,0.018181926390140688
2345,0.042026828772258815
2346,0.12709959311097965
2347,0.03789062660250701
2348,0.06963209368703843
2349,0.04241303494190274
2350,0.032859953072790445
2351,0.041427029865217825
2352,0.07360653960145448
2353,0.25769477793118944
2354,0.019794615445209465
2355,0.05709537020997639
2356,0.05100568633851884
2357,0.03790586900662088
2358,0.059114868381385216
2359,0.015062547611418039
2360,0.018615386221211276
2361,0.10357256304529563
2362,0.03180549944908976
2363,0.02453695640630252
2364,0.016197007663194554
2365,0.04381800380879015
2366,0.038501280171901554
2367,0.09873100064830512
2368,0.03751027154593106
2369,0.20299108350353684
2370,0.0335981034176587
2371,0.12676691853681468
2372,0.03942590860956467
2373,0.0333188871415737
2374,0.04292766687576086
2375,0.0316825485951699
2376,0.035976919526964315
2377,0.03245446000147522
2378,0.03332240301021507
2379,0.043427955580498855
2380,0.05328848421926836
2381,0.10278198712207899
2382,0.10866867769833113
2383,0.03620596360494604
2384,0.06811190560466927
2385,0.01857761550241337
2386,0.05042638213262635
2387,0.047816552332605705
2388,0.06094266820328076
2389,0.19290959764199936
2390,0.04175943436343402
2391,0.052336125278916165
2392,0.05466678521027336
2393,0.039527210127565875
2394,0.04396871340039449
2395,0.02642914628504053
2396,0.025321887056836436
2397,0.1470558795499134
2398,0.23158002335336259
2399,0.15220468794303627
2400,0.03492246101596383
2401,0.042488028345762464
2402,0.05795013064000329
2403,0.04685311727953793
2404,0.10653583570604289
2405,0.08514801940171435
2406,0.037836350964547794
2407,0.048197981092250715
2408,0.0354078433614838
2409,0.05145444622239271
2410,0.0311687497973671
2411,0.21207732974854518
2412,0.10193632663557688
2413,0.09468207277314117
2414,0.19558146288939576
2415,0.03189488943740614
2416,0.04685543012745247
2417,0.024897713890435838
2418,0.08907312627765837
2419,0.04797708047713484
2420,0.11445846054731917
2421,0.05695561704003115
2422,0.30465220347538224
2423,0.11075992483392184
2424,0.03341917024281278
2425,0.017971711417992836
2426,0.033473521951660604
2427,0.04089598307741693
2428,0.05379376486402122
2429,0.03914923516545874
2430,0.028712827973228647
2431,0.03380472973161386
2432,0.046727912140912424
2433,0.09771686485495822
2434,0.2068221341947623
2435,0.022444078758066543
2436,0.12474722419136533
2437,0.037145683548464994
2438,0.23258960094365286
2439,0.08728148915272983
2440,0.06799733122972577
2441,0.021726507934490432
2442,0.03361331993009766
2443,0.1312024274520814
2444,0.13316878165460236
2445,0.04754284583711041
2446,0.06986318697030258
2447,0.050663361560289964
2448,0.04057952376309443
2449,0.1667944015684787
2450,0.054200245889946465
2451,0.0950760417560052
2452,0.015926360368209512
2453,0.034585778842860855
2454,0.05910440315419665
2455,0.01872039585549203
2456,0.0577884370114002
2457,0.015630042490292123
2458,0.04195917002592871
2459,0.026251982231262964
2460,0.06999766492704963
2461,0.023569791260274916
2462,0.09768222744230436
2463,0.11556967936578819
2464,0.036697014334845145
2465,0.019548664775143373
2466,0.01783575300470043
2467,0.03553341001627903
2468,0.030747147963400244
2469,0.06489732389592197
2470,0.019820785065499006
2471,0.14753797490546888
2472,0.04697005889094208
2473,0.044596935495426336
2474,0.028525682202765967
2475,0.0385311074662408
2476,0.051155797323911976
2477,0.016373522120382643
2478,0.01928066008714207
2479,0.03313922429756582
2480,0.013984979536697584
2481,0.0600527002118406
2482,0.022717984104022503
2483,0.013554439458791393
2484,0.015375694731404172
2485,0.02526805892685974
2486,0.11721673667574825
2487,0.04195917002592871
2488,0.0896064629271827
2489,0.08305664883249897
2490,0.0483843079200514
2491,0.057116628007500427
2492,0.026112409010192173
2493,0.03254753471816582
2494,0.03572677821481186
2495,0.007316589653646225
2496,0.006972570892933734
2497,0.03147668197005968
2498,0.09234001978828302
2499,0.08774529382008488
2500,0.08458127238612097
2501,0.07221851060609324
2502,0.042115320648659325
2503,0.1609650067487257
2504,0.06078586527904501
2505,0.036651443756087095
2506,0.04778228919488488
2507,0.039027821492090685
2508,0.02239286713588453
2509,0.03649148431851976
2510,0.015968644062878224
2511,0.03150371006551759
2512,0.05180215965914047
2513,0.05412223923118645
2514,0.07705568981997814
2515,0.05363431988585777
2516,0.03302924154746738
2517,0.10600678685383283
2518,0.08422354913864241
2519,0.14916339478741122
2520,0.15192755360855537
2521,0.040357182170086776
2522,0.014889366083627733
2523,0.16095428587932417
2524,0.05760029680485212
2525,0.111621563322303
2526,0.036234881221246094
2527,0.03437261313689885
2528,0.05010039454890235
2529,0.1961746842745818
2530,0.10651986436900934
2531,0.09781022458979596
2532,0.06472763069712824
2533,0.058996769706652484
2534,0.03877999615265773
2535,0.04743336997537068
2536,0.05231851646971501
2537,0.06537560281889865
2538,0.05593593051814374
2539,0.0511060844398489
2540,0.021032452716538103
2541,0.055401151038131674
2542,0.014553974209464587
2543,0.02203422033291065
2544,0.04617916035794213
2545,0.013713773511708377
2546,0.0729276749912563
2547,0.04938743248629938
2548,0.10851774864103984
2549,0.11409860756683755
2550,0.04545728164803159
2551,0.1094023021559315
2552,0.04851473393910738
2553,0.06449736131080706
2554,0.05342468267498233
2555,0.07977593258357428
2556,0.05572016068269158
2557,0.10151156946199645
2558,0.06552817110655453
2559,0.06125401387744645
2560,0.06856010951024509
2561,0.049761662083600916
2562,0.08430932318597342
2563,0.046901219115975216
2564,0.04479842423125636
2565,0.06223787164380082
2566,0.023157975132725207
2567,0.05811198692635513
2568,0.015275680535587153
2569,0.14982859021675962
2570,0.04233858758476838
2571,0.01524235569013545
2572,0.010320423514813796
2573,0.03279567691020468
2574,0.06269552791928833
2575,0.031026343224839846
2576,0.03240586181285058
2577,0.02676538847050961
2578,0.0174877277662355
2579,0.03229600910433263
2580,0.02434792202042193
2581,0.06576966475016523
2582,0.1021445952229366
2583,0.11083093440554363
2584,0.026617050734352197
2585,0.02984676799090626
2586,0.0317559060623154
2587,0.041927154961705834
2588,0.027963604235794942
2589,0.06565407694348173
2590,0.030065618783343594
2591,0.0450324580136485
2592,0.04114309712571296
2593,0.28769081951206454
2594,0.1633925952325999
2595,0.036786783542229994
2596,0.17341195687572267
2597,0.0298491689540089
2598,0.02086758733345698
2599,0.09909141793072292
2600,0.04376588324466634
2601,0.053980277462100365
2602,0.06083139321603965
2603,0.039680972430080216
2604,0.04264801329518993
2605,0.05972378187976811
2606,0.13982900337046172
2607,0.044975375181906155
2608,0.07493246681377419
2609,0.1433304214467731
2610,0.14095213512727403
2611,0.04728241725193156
2612,0.12858064265832436
2613,0.05239711786070039
2614,0.11376378881729686
2615,0.09210560501333237
2616,0.044261670551745486
2617,0.04454813731504813
2618,0.10408680020368681
2619,0.2602700841984879
2620,0.09332982587932484
2621,0.08649117469102284
2622,0.05906492317644126
2623,0.013141273879848805
2624,0.01725694643842527
2625,0.020386124217756037
2626,0.03862186203429471
2627,0.054537186032892586
2628,0.03197069199542351
2629,0.06953907613114006
2630,0.04693813002688906
2631,0.028080800873663322
2632,0.02136634568992915
2633,0.02629736920293552
2634,0.022282498614480516
2635,0.03629080677886317
2636,0.07665224868181647
2637,0.04877546106838998
2638,0.0615785764937252
2639,0.09797652560566988
2640,0.02330345802026035
2641,0.35806539268308213
2642,0.03489747035470111
2643,0.2339398594375857
2644,0.00759363365444749
2645,0.18307574615963973
2646,0.01618651794881376
2647,0.017198960479226047
2648,0.007714962055120186
2649,0.3240852878464821
2650,0.0104855383351168
