date,hour,demand
2021-03-13,6,83.04683216937657
2021-03-13,7,83.0481210524576
2021-03-13,8,83.04940993553863
2021-03-13,9,83.05069881861967
2021-03-13,10,83.0519877017007
2021-03-13,11,83.05327658478173
2021-03-13,12,83.05456546786276
2021-03-13,13,83.05585435094379
2021-03-13,14,83.05714323402482
2021-03-13,15,83.05843211710585
2021-03-13,16,83.05972100018688
2021-03-13,17,83.06100988326791
2021-03-13,18,83.06229876634895
2021-03-13,19,83.06358764942998
2021-03-13,20,83.06487653251101
2021-03-13,21,83.06616541559204
2021-03-13,22,83.06745429867307
2021-03-13,23,83.0687431817541
2021-03-14,0,83.07003206483513
2021-03-14,1,83.07132094791616
2021-03-14,2,83.0726098309972
2021-03-14,3,83.07389871407823
2021-03-14,5,83.07518759715926
2021-03-14,6,83.07647648024029
2021-03-14,7,83.07776536332132
2021-03-14,8,83.07905424640235
2021-03-14,9,83.08034312948338
2021-03-14,10,83.08163201256441
2021-03-14,11,83.08292089564544
2021-03-14,12,83.08420977872647
2021-03-14,13,83.0854986618075
2021-03-14,14,83.08678754488854
2021-03-14,15,83.08807642796957
2021-03-14,16,83.0893653110506
2021-03-14,17,83.09065419413163
2021-03-14,18,83.09194307721266
2021-03-14,19,83.09323196029369
2021-03-14,20,83.09452084337472
2021-03-14,21,83.09580972645576
2021-03-14,22,83.09709860953679
2021-03-14,23,83.09838749261782
2021-03-15,0,83.09967637569885
2021-03-15,1,83.10096525877988
2021-03-15,2,83.10225414186091
2021-03-15,4,83.10354302494194
2021-03-15,5,83.10483190802297
2021-03-15,6,83.106120791104
2021-03-15,7,83.10740967418504
2021-03-15,8,83.10869855726607
2021-03-15,9,83.1099874403471
2021-03-15,10,83.11127632342813
2021-03-15,11,83.11256520650916
2021-03-15,12,83.11385408959019
2021-03-15,13,83.11514297267122
2021-03-15,14,83.11643185575225
2021-03-15,15,83.11772073883328
2021-03-15,16,83.11900962191432
2021-03-15,17,83.12029850499535
2021-03-15,18,83.12158738807638
2021-03-15,19,83.12287627115741
2021-03-15,20,83.12416515423844
2021-03-15,21,83.12545403731947
2021-03-15,22,83.1267429204005
2021-03-15,23,83.12803180348153
2021-03-16,0,83.12932068656256
2021-03-16,1,83.1306095696436
2021-03-16,2,83.13189845272463
2021-03-16,4,83.13318733580566
2021-03-16,5,83.13447621888669
2021-03-16,6,83.13576510196772
2021-03-16,7,83.13705398504875
2021-03-16,8,83.13834286812978
2021-03-16,9,83.13963175121081
2021-03-16,10,83.14092063429185
2021-03-16,11,83.14220951737288
2021-03-16,12,83.14349840045391
2021-03-16,13,83.14478728353494
2021-03-16,14,83.14607616661597
2021-03-16,15,83.147365049697
2021-03-16,16,83.14865393277803
2021-03-16,17,83.14994281585906
2021-03-16,18,83.1512316989401
2021-03-16,19,83.15252058202113
2021-03-16,20,83.15380946510216
2021-03-16,21,83.15509834818319
2021-03-16,22,83.15638723126422
2021-03-16,23,83.15767611434525
2021-03-17,0,83.15896499742628
2021-03-17,1,83.16025388050731
2021-03-17,2,83.16154276358834
2021-03-17,4,83.16283164666937
2021-03-17,5,83.1641205297504
2021-03-17,6,83.16540941283144
2021-03-17,7,83.16669829591247
2021-03-17,8,83.1679871789935
2021-03-17,9,83.16927606207453
2021-03-17,10,83.17056494515556
2021-03-17,11,83.17185382823659
2021-03-17,12,83.17314271131762
2021-03-17,13,83.17443159439865
2021-03-17,14,83.17572047747969
2021-03-17,15,83.17700936056072
2021-03-17,16,83.17829824364175
2021-03-17,17,83.17958712672278
2021-03-17,18,83.18087600980381
2021-03-17,19,83.18216489288484
2021-03-17,20,83.18345377596587
2021-03-17,21,83.1847426590469
2021-03-17,22,83.18603154212794
2021-03-17,23,83.18732042520897
2021-03-18,0,83.18860930829
2021-03-18,1,83.18989819137103
2021-03-18,2,83.19118707445206
2021-03-18,4,83.19247595753309
2021-03-18,5,83.19376484061412
2021-03-18,6,83.19505372369515
2021-03-18,7,83.19634260677618
2021-03-18,8,83.19763148985722
2021-03-18,9,83.19892037293825
2021-03-18,10,83.20020925601928
2021-03-18,11,83.20149813910031
2021-03-18,12,83.20278702218134
2021-03-18,13,83.20407590526237
2021-03-18,14,83.2053647883434
2021-03-18,15,83.20665367142443
2021-03-18,16,83.20794255450546
2021-03-18,17,83.2092314375865
2021-03-18,18,83.21052032066753
2021-03-18,19,83.21180920374856
2021-03-18,20,83.21309808682959
2021-03-18,21,83.21438696991062
2021-03-18,22,83.21567585299165
2021-03-18,23,83.21696473607268
2021-03-19,0,83.21825361915371
2021-03-19,2,83.21954250223475
2021-03-19,4,83.22083138531578
2021-03-19,5,83.22212026839681
2021-03-19,6,83.22340915147784
2021-03-19,7,83.22469803455887
2021-03-19,8,83.2259869176399
2021-03-19,9,83.22727580072093
2021-03-19,10,83.22856468380196
2021-03-19,11,83.229853566883
2021-03-19,12,83.23114244996403
2021-03-19,13,83.23243133304506
2021-03-19,14,83.23372021612609
2021-03-19,15,83.23500909920712
2021-03-19,16,83.23629798228815
2021-03-19,17,83.23758686536918
2021-03-19,18,83.23887574845021
2021-03-19,19,83.24016463153124
2021-03-19,20,83.24145351461227
2021-03-19,21,83.2427423976933
2021-03-19,22,83.24403128077434
2021-03-19,23,83.24532016385537
2021-03-20,0,83.2466090469364
2021-03-20,1,83.24789793001743
2021-03-20,2,83.24918681309846
2021-03-20,5,83.25047569617949
2021-03-20,6,83.25176457926052
2021-03-20,7,83.25305346234155
2021-03-20,8,83.25434234542259
2021-03-20,9,83.25563122850362
2021-03-20,10,83.25692011158465
2021-03-20,11,83.25820899466568
2021-03-20,12,83.25949787774671
2021-03-20,13,83.26078676082774
2021-03-20,14,83.26207564390877
2021-03-20,15,83.2633645269898
2021-03-20,16,83.26465341007084
2021-03-20,17,83.26594229315187
2021-03-20,18,83.2672311762329
2021-03-20,19,83.26852005931393
2021-03-20,20,83.26980894239496
2021-03-20,21,83.27109782547599
2021-03-20,22,83.27238670855702
2021-03-20,23,83.27367559163805
2021-03-21,1,83.27496447471908
2021-03-21,2,83.27625335780012
2021-03-21,3,83.27754224088115
2021-03-21,5,83.27883112396218
2021-03-21,7,83.28012000704321
2021-03-21,8,83.28140889012424
2021-03-21,9,83.28269777320527
2021-03-21,10,83.2839866562863
2021-03-21,11,83.28527553936733
2021-03-21,12,83.28656442244836
2021-03-21,13,83.2878533055294
2021-03-21,14,83.28914218861043
2021-03-21,15,83.29043107169146
2021-03-21,16,83.29171995477249
2021-03-21,17,83.29300883785352
2021-03-21,18,83.29429772093455
2021-03-21,19,83.29558660401558
2021-03-21,20,83.29687548709661
2021-03-21,21,83.29816437017764
2021-03-21,22,83.29945325325868
2021-03-21,23,83.30074213633971
2021-03-22,0,83.30203101942074
2021-03-22,1,83.30331990250177
2021-03-22,2,83.3046087855828
2021-03-22,5,83.30589766866383
2021-03-22,6,83.30718655174486
2021-03-22,7,83.3084754348259
2021-03-22,8,83.30976431790693
2021-03-22,9,83.31105320098796
2021-03-22,10,83.31234208406899
2021-03-22,11,83.31363096715002
2021-03-22,12,83.31491985023105
2021-03-22,13,83.31620873331208
2021-03-22,14,83.31749761639311
2021-03-22,15,83.31878649947414
2021-03-22,16,83.32007538255517
2021-03-22,17,83.3213642656362
2021-03-22,18,83.32265314871724
2021-03-22,19,83.32394203179827
2021-03-22,21,83.3252309148793
2021-03-22,22,83.32651979796033
2021-03-22,23,83.32780868104136
2021-03-23,0,83.32909756412239
2021-03-23,1,83.33038644720342
2021-03-23,6,83.33167533028445
2021-03-23,7,83.33296421336549
2021-03-23,8,83.33425309644652
2021-03-23,9,83.33554197952755
2021-03-23,10,83.33683086260858
2021-03-23,11,83.33811974568961
2021-03-23,12,83.33940862877064
2021-03-23,13,83.34069751185167
2021-03-23,14,83.3419863949327
2021-03-23,15,83.34327527801373
2021-03-23,16,83.34456416109477
2021-03-23,17,83.3458530441758
2021-03-23,18,83.34714192725683
2021-03-23,19,83.34843081033786
2021-03-23,20,83.34971969341889
2021-03-23,21,83.35100857649992
2021-03-23,22,83.35229745958095
2021-03-23,23,83.35358634266198
2021-03-24,0,83.35487522574302
2021-03-24,2,83.35616410882405
2021-03-24,5,83.35745299190508
2021-03-24,6,83.35874187498611
2021-03-24,7,83.36003075806714
2021-03-24,8,83.36131964114817
2021-03-24,9,83.3626085242292
2021-03-24,11,83.36389740731023
2021-03-24,12,83.36518629039126
2021-03-24,13,83.3664751734723
2021-03-24,14,83.36776405655333
2021-03-24,15,83.36905293963436
2021-03-24,16,83.37034182271539
2021-03-24,17,83.37163070579642
2021-03-24,18,83.37291958887745
2021-03-24,19,83.37420847195848
2021-03-24,20,83.37549735503951
2021-03-24,21,83.37678623812054
2021-03-24,22,83.37807512120158
2021-03-24,23,83.3793640042826
2021-03-25,0,83.38065288736364
2021-03-25,1,83.38194177044467
2021-03-25,2,83.3832306535257
2021-03-25,5,83.38451953660673
2021-03-25,6,83.38580841968776
2021-03-25,7,83.3870973027688
2021-03-25,8,83.38838618584982
2021-03-25,9,83.38967506893086
2021-03-25,10,83.39096395201189
2021-03-25,11,83.39225283509292
2021-03-25,12,83.39354171817395
2021-03-25,13,83.39483060125498
2021-03-25,14,83.39611948433601
2021-03-25,15,83.39740836741704
2021-03-25,16,83.39869725049807
2021-03-25,17,83.3999861335791
2021-03-25,18,83.40127501666014
2021-03-25,19,83.40256389974117
2021-03-25,20,83.4038527828222
2021-03-25,21,83.40514166590323
2021-03-25,22,83.40643054898426
2021-03-25,23,83.40771943206529
2021-03-26,0,83.40900831514632
2021-03-26,1,83.41029719822735
2021-03-26,2,83.41158608130839
2021-03-26,5,83.41287496438942
2021-03-26,6,83.41416384747045
2021-03-26,7,83.41545273055148
2021-03-26,8,83.41674161363251
2021-03-26,9,83.41803049671354
2021-03-26,10,83.41931937979457
2021-03-26,11,83.4206082628756
2021-03-26,12,83.42189714595663
2021-03-26,13,83.42318602903767
2021-03-26,14,83.4244749121187
2021-03-26,15,83.42576379519973
2021-03-26,16,83.42705267828076
2021-03-26,17,83.42834156136179
2021-03-26,18,83.42963044444282
2021-03-26,19,83.43091932752385
2021-03-26,20,83.43220821060488
2021-03-26,21,83.43349709368592
2021-03-26,22,83.43478597676695
2021-03-26,23,83.43607485984798
2021-03-27,0,83.43736374292901
2021-03-27,1,83.43865262601004
2021-03-27,2,83.43994150909107
2021-03-27,3,83.4412303921721
2021-03-27,4,83.44251927525313
2021-03-27,6,83.44380815833416
2021-03-27,7,83.4450970414152
2021-03-27,8,83.44638592449623
2021-03-27,9,83.44767480757726
2021-03-27,10,83.44896369065829
2021-03-27,11,83.45025257373932
2021-03-27,12,83.45154145682035
2021-03-27,13,83.45283033990138
2021-03-27,14,83.45411922298241
2021-03-27,15,83.45540810606344
2021-03-27,16,83.45669698914448
2021-03-27,17,83.4579858722255
2021-03-27,18,83.45927475530654
2021-03-27,19,83.46056363838757
2021-03-27,20,83.4618525214686
2021-03-27,21,83.46314140454963
2021-03-27,22,83.46443028763066
2021-03-27,23,83.4657191707117
2021-03-28,0,83.46700805379272
2021-03-28,1,83.46829693687376
2021-03-28,2,83.46958581995479
2021-03-28,3,83.47087470303582
2021-03-28,4,83.47216358611685
2021-03-28,5,83.47345246919788
2021-03-28,7,83.47474135227891
2021-03-28,8,83.47603023535994
2021-03-28,9,83.47731911844097
2021-03-28,10,83.478608001522
2021-03-28,11,83.47989688460304
2021-03-28,12,83.48118576768407
2021-03-28,13,83.4824746507651
2021-03-28,14,83.48376353384613
2021-03-28,15,83.48505241692716
2021-03-28,16,83.48634130000819
2021-03-28,17,83.48763018308922
2021-03-28,18,83.48891906617025
2021-03-28,19,83.49020794925129
2021-03-28,20,83.49149683233232
2021-03-28,21,83.49278571541335
2021-03-28,22,83.49407459849438
2021-03-28,23,83.49536348157541
2021-03-29,0,83.49665236465644
2021-03-29,2,83.49794124773747
2021-03-29,3,83.4992301308185
2021-03-29,4,83.50051901389953
2021-03-29,5,83.50180789698057
2021-03-29,6,83.5030967800616
2021-03-29,7,83.50438566314263
2021-03-29,8,83.50567454622366
2021-03-29,9,83.50696342930469
2021-03-29,10,83.50825231238572
2021-03-29,11,83.50954119546675
2021-03-29,12,83.51083007854778
2021-03-29,13,83.51211896162881
2021-03-29,14,83.51340784470985
2021-03-29,15,83.51469672779088
2021-03-29,16,83.51598561087191
2021-03-29,17,83.51727449395294
2021-03-29,18,83.51856337703397
2021-03-29,19,83.519852260115
2021-03-29,20,83.52114114319603
2021-03-29,21,83.52243002627706
2021-03-29,22,83.5237189093581
2021-03-29,23,83.52500779243913
2021-03-30,0,83.52629667552016
2021-03-30,2,83.52758555860119
2021-03-30,6,83.52887444168222
2021-03-30,7,83.53016332476325
2021-03-30,8,83.53145220784428
2021-03-30,9,83.53274109092531
2021-03-30,10,83.53402997400634
2021-03-30,11,83.53531885708738
2021-03-30,12,83.5366077401684
2021-03-30,13,83.53789662324944
2021-03-30,14,83.53918550633047
2021-03-30,15,83.5404743894115
2021-03-30,16,83.54176327249253
2021-03-30,17,83.54305215557356
2021-03-30,18,83.5443410386546
2021-03-30,19,83.54562992173562
2021-03-30,20,83.54691880481666
2021-03-30,21,83.54820768789769
2021-03-30,22,83.54949657097872
2021-03-30,23,83.55078545405975
2021-03-31,1,83.55207433714078
2021-03-31,2,83.55336322022181
2021-03-31,5,83.55465210330284
2021-03-31,6,83.55594098638387
2021-03-31,7,83.5572298694649
2021-03-31,8,83.55851875254594
2021-03-31,9,83.55980763562697
2021-03-31,10,83.561096518708
2021-03-31,11,83.56238540178903
2021-03-31,12,83.56367428487006
2021-03-31,13,83.56496316795109
2021-03-31,14,83.56625205103212
2021-03-31,15,83.56754093411315
2021-03-31,16,83.56882981719419
2021-03-31,17,83.57011870027522
2021-03-31,18,83.57140758335625
2021-03-31,19,83.57269646643728
2021-03-31,20,83.57398534951831
2021-03-31,21,83.57527423259934
2021-03-31,22,83.57656311568037
2021-03-31,23,83.5778519987614
2021-04-01,0,83.57914088184243
2021-04-01,1,83.58042976492347
2021-04-01,2,83.5817186480045
2021-04-01,6,83.58300753108553
2021-04-01,7,83.58429641416656
2021-04-01,8,83.58558529724759
2021-04-01,9,83.58687418032862
2021-04-01,10,83.58816306340965
2021-04-01,11,83.58945194649068
2021-04-01,12,83.59074082957171
2021-04-01,13,83.59202971265275
2021-04-01,14,83.59331859573378
2021-04-01,15,83.59460747881481
2021-04-01,16,83.59589636189584
2021-04-01,17,83.59718524497687
2021-04-01,18,83.5984741280579
2021-04-01,19,83.59976301113893
2021-04-01,20,83.60105189421996
2021-04-01,21,83.602340777301
2021-04-01,22,83.60362966038203
2021-04-01,23,83.60491854346306
2021-04-02,0,83.60620742654409
2021-04-02,2,83.60749630962512
2021-04-02,5,83.60878519270615
2021-04-02,6,83.61007407578718
2021-04-02,7,83.61136295886821
2021-04-02,8,83.61265184194924
2021-04-02,9,83.61394072503028
2021-04-02,10,83.6152296081113
2021-04-02,11,83.61651849119234
2021-04-02,12,83.61780737427337
2021-04-02,13,83.6190962573544
2021-04-02,14,83.62038514043543
2021-04-02,15,83.62167402351646
2021-04-02,16,83.6229629065975
2021-04-02,17,83.62425178967852
2021-04-02,18,83.62554067275956
2021-04-02,19,83.62682955584059
2021-04-02,20,83.62811843892162
2021-04-02,21,83.62940732200265
2021-04-02,22,83.63069620508368
2021-04-02,23,83.63198508816471
2021-04-03,0,83.63327397124574
2021-04-03,1,83.63456285432677
2021-04-03,2,83.6358517374078
2021-04-03,3,83.63714062048884
2021-04-03,5,83.63842950356987
2021-04-03,6,83.6397183866509
2021-04-03,7,83.64100726973193
2021-04-03,8,83.64229615281296
2021-04-03,9,83.64358503589399
2021-04-03,10,83.64487391897502
2021-04-03,11,83.64616280205605
2021-04-03,12,83.64745168513709
2021-04-03,13,83.64874056821812
2021-04-03,14,83.65002945129915
2021-04-03,15,83.65131833438018
2021-04-03,16,83.65260721746121
2021-04-03,17,83.65389610054224
2021-04-03,18,83.65518498362327
2021-04-03,19,83.6564738667043
2021-04-03,20,83.65776274978533
2021-04-03,21,83.65905163286637
2021-04-03,22,83.6603405159474
2021-04-03,23,83.66162939902843
2021-04-04,0,83.66291828210946
2021-04-04,1,83.66420716519049
2021-04-04,2,83.66549604827152
2021-04-04,3,83.66678493135255
2021-04-04,6,83.66807381443358
2021-04-04,7,83.66936269751461
2021-04-04,8,83.67065158059565
2021-04-04,9,83.67194046367668
2021-04-04,10,83.67322934675771
2021-04-04,11,83.67451822983874
2021-04-04,12,83.67580711291977
2021-04-04,13,83.6770959960008
2021-04-04,14,83.67838487908183
2021-04-04,15,83.67967376216286
2021-04-04,16,83.6809626452439
2021-04-04,17,83.68225152832493
2021-04-04,18,83.68354041140596
2021-04-04,19,83.68482929448699
2021-04-04,20,83.68611817756802
2021-04-04,21,83.68740706064905
2021-04-04,22,83.68869594373008
2021-04-04,23,83.68998482681111
2021-04-05,0,83.69127370989214
2021-04-05,1,83.69256259297318
2021-04-05,2,83.6938514760542
2021-04-05,3,83.69514035913524
2021-04-05,5,83.69642924221627
2021-04-05,6,83.6977181252973
2021-04-05,7,83.69900700837833
2021-04-05,8,83.70029589145936
2021-04-05,9,83.7015847745404
2021-04-05,10,83.70287365762142
2021-04-05,11,83.70416254070246
2021-04-05,12,83.70545142378349
2021-04-05,13,83.70674030686452
2021-04-05,14,83.70802918994555
2021-04-05,15,83.70931807302658
2021-04-05,16,83.71060695610761
2021-04-05,17,83.71189583918864
2021-04-05,18,83.71318472226967
2021-04-05,19,83.7144736053507
2021-04-05,20,83.71576248843174
2021-04-05,21,83.71705137151277
2021-04-05,22,83.7183402545938
2021-04-05,23,83.71962913767483
2021-04-06,0,83.72091802075586
2021-04-06,1,83.72220690383689
2021-04-06,2,83.72349578691792
2021-04-06,5,83.72478466999895
2021-04-06,6,83.72607355307998
2021-04-06,7,83.72736243616102
2021-04-06,8,83.72865131924205
2021-04-06,9,83.72994020232308
2021-04-06,10,83.73122908540411
2021-04-06,11,83.73251796848514
2021-04-06,12,83.73380685156617
2021-04-06,13,83.7350957346472
2021-04-06,14,83.73638461772823
2021-04-06,15,83.73767350080927
2021-04-06,16,83.7389623838903
2021-04-06,17,83.74025126697133
2021-04-06,18,83.74154015005236
2021-04-06,19,83.74282903313339
2021-04-06,20,83.74411791621442
2021-04-06,21,83.74540679929545
2021-04-06,22,83.74669568237648
2021-04-06,23,83.74798456545751
2021-04-07,2,83.74927344853855
